job_title,company,location,job_type,category,salary_min,salary_max,experience_required,publication_date,skills,education_level,company_size,benefits,salary_avg,publication_date_BR,cidade,estado,is_remote,salary_avg_z,experience_norm,salary_outlier,experience_outlier,salary_class
Project Manager,WebDynamics,Remote,Full-time,Technology,95141,182407,4,2025-11-27 00:00:00,"Python, Java, TensorFlow, Git, Go, CI/CD, JavaScript",PhD,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",138774.0,27/11/2025,Remote,Remote,Não,0.34262379995235787,0.3333333333333333,False,False,Medium
QA Engineer,CodeFactory,"New York, NY",Full-time,Technology,100203,174792,3,2025-11-27 00:00:00,"Python, MongoDB, Machine Learning, Node.js, JavaScript, Ruby",Associate Degree,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",137497.5,27/11/2025,New York,NY,Não,0.3009906956275318,0.25,False,False,Medium
QA Engineer,InnovateLab,"Seattle, WA",Full-time,Technology,94838,179568,5,2025-11-27 00:00:00,"Git, TypeScript, Go",PhD,1000+ employees,"Dental, Vision, Annual Bonus",137203.0,27/11/2025,Seattle,WA,Não,0.2913855650175347,0.4166666666666667,False,False,Medium
Security Engineer,StartupXYZ,"New York, NY",Contract,Technology,98214,176117,2,2025-11-27 00:00:00,"Git, Ruby, Machine Learning, Kubernetes, Agile, SQL",High School,1000+ employees,"Dental, Vision, Annual Bonus",137165.5,27/11/2025,New York,NY,Não,0.29016250084818024,0.16666666666666666,False,False,Medium
Product Manager,CodeFactory,"Denver, CO",Contract,Technology,97454,171881,4,2025-11-27 00:00:00,"Machine Learning, Git, REST APIs, Node.js",Bachelor's Degree,201-500 employees,"Stock Options, Remote Work Stipend",134667.5,27/11/2025,Denver,CO,Não,0.2086901196469147,0.3333333333333333,False,False,Medium
Technical Lead,DigitalWorks,"Boston, MA",Contract,Technology,98508,156486,8,2025-11-27 00:00:00,"Agile, Go, Node.js",PhD,1-50 employees,"Dental, Vision, Annual Bonus",127497.0,27/11/2025,Boston,MA,Não,-0.02517605705591745,0.6666666666666666,False,False,Medium
Technical Lead,DataInc,"Denver, CO",Part-time,Technology,87016,161933,8,2025-11-27 00:00:00,"Java, Go, JavaScript, Python, Agile",Master's Degree,201-500 employees,"Dental, Vision, Annual Bonus",124474.5,27/11/2025,Denver,CO,Não,-0.1237550291058875,0.6666666666666666,False,False,Medium
Technical Lead,StartupXYZ,"Chicago, IL",Remote,Technology,95342,151737,7,2025-11-27 00:00:00,"TensorFlow, Agile, JavaScript, Ruby, Docker, Node.js, Git",Unspecified,51-200 employees,"Dental, Vision, Annual Bonus",123539.5,27/11/2025,Chicago,IL,Sim,-0.15425009572845885,0.5833333333333334,False,False,Medium
Technical Lead,CodeFactory,"Toronto, Canada",Contract,Technology,94578,151875,9,2025-11-27 00:00:00,"Ruby, JavaScript, TensorFlow, Docker, TypeScript, React, CI/CD",High School,501-1000 employees,"Stock Options, Remote Work Stipend",123226.5,27/11/2025,Toronto,Canada,Não,-0.16445860466200415,0.75,False,True,Medium
Software Engineer,DataInc,"Chicago, IL",Remote,Technology,88855,154571,5,2025-11-27 00:00:00,"Ruby, SQL, MongoDB",Bachelor's Degree,1000+ employees,"Stock Options, Remote Work Stipend",121713.0,27/11/2025,Chicago,IL,Sim,-0.21382147453715045,0.4166666666666667,False,False,Medium
Technical Lead,CodeFactory,"Austin, TX",Full-time,Technology,90287,150531,8,2025-11-27 00:00:00,"SQL, CI/CD, Go, Java",Master's Degree,51-200 employees,"Stock Options, Remote Work Stipend",120409.0,27/11/2025,Austin,TX,Não,-0.2563514925861698,0.6666666666666666,False,False,Medium
Technical Lead,TechCorp,"Toronto, Canada",Remote,Technology,98084,141986,7,2025-11-27 00:00:00,"Python, JavaScript, Git, Docker, Java, Node.js, Ruby",Master's Degree,1-50 employees,"Dental, Vision, Annual Bonus",120035.0,27/11/2025,Toronto,Canada,Sim,-0.2685495192351983,0.5833333333333334,False,False,Medium
DevOps Engineer,AI Solutions,Remote,Part-time,Technology,85048,154593,3,2025-11-27 00:00:00,"TypeScript, CI/CD, Git",Master's Degree,1-50 employees,"Dental, Vision, Annual Bonus",119820.5,27/11/2025,Remote,Remote,Não,-0.27554544628390587,0.25,False,False,Medium
QA Engineer,WebDynamics,"Chicago, IL",Contract,Technology,84367,154954,2,2025-11-27 00:00:00,"JavaScript, Python, Docker, REST APIs",PhD,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",119660.5,27/11/2025,Chicago,IL,Não,-0.2807638534064849,0.16666666666666666,False,False,Medium
Data Scientist,StartupXYZ,"Austin, TX",Part-time,Technology,85820,152915,2,2025-11-27 00:00:00,"Java, REST APIs, Git, AWS, Node.js, Machine Learning",Bachelor's Degree,201-500 employees,"Dental, Vision, Annual Bonus",119367.5,27/11/2025,Austin,TX,Não,-0.29032006144970784,0.16666666666666666,False,False,Medium
Full Stack Developer,EnterpriseHub,"Atlanta, GA",Remote,Technology,89996,148405,4,2025-11-27 00:00:00,"Kubernetes, REST APIs, Git, Java, MongoDB, CI/CD",Bachelor's Degree,51-200 employees,"Dental, Vision, Annual Bonus",119200.5,27/11/2025,Atlanta,GA,Sim,-0.2957667738838997,0.3333333333333333,False,False,Medium
Machine Learning Engineer,AI Solutions,"Austin, TX",Remote,Technology,88628,149577,4,2025-11-27 00:00:00,"Ruby, Docker, Agile, Python, TensorFlow",High School,1-50 employees,"Dental, Vision, Annual Bonus",119102.5,27/11/2025,Austin,TX,Sim,-0.2989630482464794,0.3333333333333333,False,False,Medium
Full Stack Developer,TechCorp,"Toronto, Canada",Remote,Technology,83894,154229,2,2025-11-27 00:00:00,"AWS, Node.js, TensorFlow, Ruby",Bachelor's Degree,501-1000 employees,"Health Insurance, 401(k), Unlimited PTO",119061.5,27/11/2025,Toronto,Canada,Sim,-0.30030026507164026,0.16666666666666666,False,False,Medium
Solutions Architect,WebDynamics,"Chicago, IL",Part-time,Technology,86172,151938,3,2025-11-27 00:00:00,"Python, Node.js, MongoDB, SQL, REST APIs",Master's Degree,501-1000 employees,"Health Insurance, 401(k), Unlimited PTO",119055.0,27/11/2025,Chicago,IL,Não,-0.3005122628609951,0.25,False,False,Medium
Data Scientist,DataInc,Remote,Full-time,Technology,89618,148172,2,2025-11-27 00:00:00,"Docker, Python, REST APIs, Node.js, Java",High School,51-200 employees,"Stock Options, Remote Work Stipend",118895.0,27/11/2025,Remote,Remote,Não,-0.3057306699835741,0.16666666666666666,False,False,Medium
Technical Lead,WebDynamics,"Austin, TX",Remote,Technology,94029,143622,6,2025-11-27 00:00:00,"Python, JavaScript, Git, Machine Learning, Go, Node.js, CI/CD",Bachelor's Degree,501-1000 employees,"Stock Options, Remote Work Stipend",118825.5,27/11/2025,Austin,TX,Sim,-0.30799741557744437,0.5,False,False,Medium
Solutions Architect,CodeFactory,"Denver, CO",Part-time,Technology,87970,149586,4,2025-11-27 00:00:00,"Agile, TypeScript, Docker, Git, Java",Associate Degree,51-200 employees,"Dental, Vision, Annual Bonus",118778.0,27/11/2025,Denver,CO,Não,-0.30954663019196005,0.3333333333333333,False,False,Medium
QA Engineer,WebDynamics,"Boston, MA",Part-time,Technology,88400,149067,4,2025-11-27 00:00:00,"Machine Learning, AWS, Docker, Ruby, Kubernetes",Bachelor's Degree,1-50 employees,"Stock Options, Remote Work Stipend",118733.5,27/11/2025,Boston,MA,Não,-0.31099799967292735,0.3333333333333333,False,False,Medium
Frontend Developer,DataInc,"Atlanta, GA",Part-time,Technology,86006,151265,2,2025-11-27 00:00:00,"Git, TypeScript, Docker, Go",High School,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",118635.5,27/11/2025,Atlanta,GA,Não,-0.31419427403550704,0.16666666666666666,False,False,Medium
Technical Lead,TechCorp,"Atlanta, GA",Contract,Technology,81347,154512,6,2025-11-27 00:00:00,"React, Kubernetes, Docker",Associate Degree,1000+ employees,"Dental, Vision, Annual Bonus",117929.5,27/11/2025,Atlanta,GA,Não,-0.3372204954638871,0.5,False,False,Medium
Full Stack Developer,CloudSystems,"Austin, TX",Contract,Technology,89373,144216,3,2025-11-27 00:00:00,"TypeScript, SQL, Node.js, Agile, Git, REST APIs, Machine Learning",Unspecified,501-1000 employees,"Stock Options, Remote Work Stipend",116794.5,27/11/2025,Austin,TX,Não,-0.37423857098968233,0.25,False,False,Medium
DevOps Engineer,AI Solutions,Remote,Contract,Technology,88680,144458,3,2025-11-27 00:00:00,"Ruby, Python, AWS, Node.js, SQL, Git",Bachelor's Degree,1-50 employees,"Dental, Vision, Annual Bonus",116569.0,27/11/2025,Remote,Remote,Não,-0.38159326352806716,0.25,False,False,Medium
Solutions Architect,WebDynamics,"Austin, TX",Full-time,Technology,83262,148613,3,2025-11-27 00:00:00,"Go, React, TensorFlow, Ruby, Java, Agile, TypeScript",Master's Degree,1000+ employees,"Health Insurance, 401(k), Unlimited PTO",115937.5,27/11/2025,Austin,TX,Não,-0.4021896641399964,0.25,False,False,Medium
Software Engineer,StartupXYZ,"Toronto, Canada",Remote,Technology,89594,142259,3,2025-11-27 00:00:00,"Agile, Java, Git, Docker",High School,501-1000 employees,"Dental, Vision, Annual Bonus",115926.5,27/11/2025,Toronto,Canada,Sim,-0.40254842962967374,0.25,False,False,Medium
Security Engineer,InnovateLab,"Berlin, Germany",Remote,Technology,88820,142920,2,2025-11-27 00:00:00,"Agile, Go, Docker, CI/CD",Master's Degree,1000+ employees,"Dental, Vision, Annual Bonus",115870.0,27/11/2025,Berlin,Germany,Sim,-0.40439117964483445,0.16666666666666666,False,False,Medium
QA Engineer,DigitalWorks,"Boston, MA",Contract,Technology,79139,151839,5,2025-11-27 00:00:00,"TypeScript, React, REST APIs",Associate Degree,1-50 employees,"Stock Options, Remote Work Stipend",115489.0,27/11/2025,Boston,MA,Não,-0.4168175116054758,0.4166666666666667,False,False,Medium
Machine Learning Engineer,WebDynamics,"Berlin, Germany",Remote,Technology,88302,142198,5,2025-11-27 00:00:00,"Java, Kubernetes, TypeScript, Ruby",Associate Degree,201-500 employees,"Stock Options, Remote Work Stipend",115250.0,27/11/2025,Berlin,Germany,Sim,-0.4246125072448283,0.4166666666666667,False,False,Medium
QA Engineer,CloudSystems,"Toronto, Canada",Remote,Technology,89744,140745,2,2025-11-27 00:00:00,"TensorFlow, Python, REST APIs",High School,1000+ employees,"Stock Options, Remote Work Stipend",115244.5,27/11/2025,Toronto,Canada,Sim,-0.42479188998966694,0.16666666666666666,False,False,Medium
UX Designer,DataInc,"New York, NY",Part-time,Technology,84041,144503,2,2025-11-27 00:00:00,"Kubernetes, AWS, Agile, Python",PhD,501-1000 employees,"Dental, Vision, Annual Bonus",114272.0,27/11/2025,New York,NY,Não,-0.4565100207815928,0.16666666666666666,False,False,Medium
Technical Lead,AI Solutions,"Boston, MA",Full-time,Technology,86121,141827,10,2025-11-27 00:00:00,"React, Machine Learning, Go, SQL",Associate Degree,1-50 employees,"Dental, Vision, Annual Bonus",113974.0,27/11/2025,Boston,MA,Não,-0.4662293040473963,0.8333333333333334,False,True,Medium
Data Scientist,TechCorp,"Denver, CO",Full-time,Technology,88708,139205,4,2025-11-27 00:00:00,"Python, Git, Agile, REST APIs, React, SQL, MongoDB",High School,1000+ employees,"Health Insurance, 401(k), Unlimited PTO",113956.5,27/11/2025,Denver,CO,Não,-0.46680006732642837,0.3333333333333333,False,False,Medium
Security Engineer,EnterpriseHub,"Chicago, IL",Remote,Technology,78178,148687,4,2025-11-27 00:00:00,"TypeScript, CI/CD, Python, Docker, Go, Ruby, React",PhD,501-1000 employees,"Health Insurance, 401(k), Unlimited PTO",113432.5,27/11/2025,Chicago,IL,Sim,-0.4838903506528748,0.3333333333333333,False,False,Medium
Junior Developer,DigitalWorks,"London, UK",Part-time,Technology,91423,134486,2,2025-11-27 00:00:00,"Go, Python, CI/CD",Associate Degree,501-1000 employees,"Health Insurance, 401(k), Unlimited PTO",112954.5,27/11/2025,London,UK,Não,-0.49948034193157975,0.16666666666666666,False,False,Medium
Backend Developer,CodeFactory,"Atlanta, GA",Contract,Technology,73996,150993,3,2025-11-27 00:00:00,"Docker, REST APIs, AWS, Java, Python, TypeScript",Master's Degree,201-500 employees,"Stock Options, Remote Work Stipend",112494.5,27/11/2025,Atlanta,GA,Não,-0.5144832624089946,0.25,False,False,Medium
Full Stack Developer,EnterpriseHub,Remote,Remote,Technology,79809,144949,4,2025-11-27 00:00:00,"Go, Docker, Machine Learning, Python, Kubernetes, React, AWS",PhD,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",112379.0,27/11/2025,Remote,Remote,Sim,-0.5182503000506063,0.3333333333333333,False,False,Medium
Software Engineer,StartupXYZ,"Austin, TX",Full-time,Technology,86256,138322,3,2025-11-27 00:00:00,"AWS, Machine Learning, Docker, JavaScript, TypeScript, Java, Node.js",Master's Degree,201-500 employees,"Health Insurance, 401(k), Unlimited PTO",112289.0,27/11/2025,Austin,TX,Não,-0.521185654057057,0.25,False,False,Medium
Machine Learning Engineer,AI Solutions,"Austin, TX",Part-time,Technology,89865,134690,3,2025-11-27 00:00:00,"Python, TensorFlow, MongoDB, AWS, Go, JavaScript, TypeScript",PhD,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",112277.5,27/11/2025,Austin,TX,Não,-0.5215607270689924,0.25,False,False,Medium
Data Scientist,CloudSystems,"Austin, TX",Part-time,Technology,74350,150171,5,2025-11-27 00:00:00,"MongoDB, Node.js, REST APIs",Bachelor's Degree,201-500 employees,"Health Insurance, 401(k), Unlimited PTO",112260.5,27/11/2025,Austin,TX,Não,-0.5221151828257664,0.4166666666666667,False,False,Medium
Frontend Developer,AI Solutions,"Boston, MA",Contract,Technology,76754,147738,2,2025-11-27 00:00:00,"Node.js, TypeScript, Machine Learning, Python, Go, Agile, Ruby",High School,1000+ employees,"Dental, Vision, Annual Bonus",112246.0,27/11/2025,Boston,MA,Não,-0.5225881009712502,0.16666666666666666,False,False,Medium
System Administrator,DataInc,"London, UK",Part-time,Technology,86676,137346,2,2025-11-27 00:00:00,"MongoDB, Machine Learning, SQL, Ruby, JavaScript, Go, Kubernetes",Associate Degree,501-1000 employees,"Stock Options, Remote Work Stipend",112011.0,27/11/2025,London,UK,Não,-0.5302526364325382,0.16666666666666666,False,False,Medium
Backend Developer,InnovateLab,"Austin, TX",Remote,Technology,71897,152018,2,2025-11-27 00:00:00,"Ruby, JavaScript, Agile, SQL, CI/CD",Master's Degree,1000+ employees,"Health Insurance, 401(k), Unlimited PTO",111957.5,27/11/2025,Austin,TX,Sim,-0.5319975413141506,0.16666666666666666,False,False,Medium
Full Stack Developer,InnovateLab,"Boston, MA",Part-time,Technology,75303,148537,4,2025-11-27 00:00:00,"Kubernetes, Docker, Node.js, Git",Associate Degree,51-200 employees,"Stock Options, Remote Work Stipend",111920.0,27/11/2025,Boston,MA,Não,-0.533220605483505,0.3333333333333333,False,False,Medium
Junior Developer,CodeFactory,"Seattle, WA",Contract,Technology,88329,135378,0,2025-11-27 00:00:00,"SQL, Machine Learning, TypeScript, JavaScript, CI/CD, Docker",Unspecified,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",111853.5,27/11/2025,Seattle,WA,Não,-0.535389505943827,0.0,False,False,Medium
Software Engineer,DigitalWorks,Remote,Part-time,Technology,72899,150681,4,2025-11-27 00:00:00,"Node.js, SQL, Docker, Kubernetes, JavaScript",Master's Degree,1000+ employees,"Dental, Vision, Annual Bonus",111790.0,27/11/2025,Remote,Remote,Não,-0.5374605612706005,0.3333333333333333,False,False,Medium
DevOps Engineer,InnovateLab,"Atlanta, GA",Contract,Technology,72611,150517,3,2025-11-27 00:00:00,"Git, Ruby, Go, Machine Learning, MongoDB",Unspecified,201-500 employees,"Stock Options, Remote Work Stipend",111564.0,27/11/2025,Atlanta,GA,Não,-0.5448315613312433,0.25,False,False,Low
Full Stack Developer,EnterpriseHub,"Boston, MA",Part-time,Technology,81791,141013,3,2025-11-27 00:00:00,"TensorFlow, REST APIs, Git, Agile",Master's Degree,1-50 employees,"Dental, Vision, Annual Bonus",111402.0,27/11/2025,Boston,MA,Não,-0.5501151985428546,0.25,False,False,Low
Software Engineer,TechCorp,"Toronto, Canada",Remote,Technology,73214,149493,3,2025-11-27 00:00:00,"Node.js, CI/CD, TypeScript, Kubernetes, MongoDB",High School,1000+ employees,"Stock Options, Remote Work Stipend",111353.5,27/11/2025,Toronto,Canada,Sim,-0.5516970282018865,0.25,False,False,Low
Business Analyst,CloudSystems,"San Francisco, CA",Part-time,Technology,79929,141936,3,2025-11-27 00:00:00,"SQL, Docker, AWS, Kubernetes, Python",Associate Degree,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",110932.5,27/11/2025,San Francisco,CA,Não,-0.5654279619431726,0.25,False,False,Low
System Administrator,WebDynamics,"London, UK",Part-time,Technology,79215,141984,2,2025-11-27 00:00:00,"Agile, Node.js, React, REST APIs",Bachelor's Degree,1000+ employees,"Stock Options, Remote Work Stipend",110599.5,27/11/2025,London,UK,Não,-0.5762887717670403,0.16666666666666666,False,False,Low
Machine Learning Engineer,AI Solutions,"Toronto, Canada",Full-time,Technology,79372,141777,3,2025-11-27 00:00:00,"AWS, Go, Git, React",Master's Degree,201-500 employees,"Dental, Vision, Annual Bonus",110574.5,27/11/2025,Toronto,Canada,Não,-0.5771041478799432,0.25,False,False,Low
Frontend Developer,InnovateLab,Remote,Full-time,Technology,87625,132532,5,2025-11-27 00:00:00,"Machine Learning, Python, Docker, Git, Node.js",PhD,501-1000 employees,"Dental, Vision, Annual Bonus",110078.5,27/11/2025,Remote,Remote,Não,-0.5932812099599384,0.4166666666666667,False,False,Low
UX Designer,TechCorp,"London, UK",Full-time,Technology,80235,139878,5,2025-11-27 00:00:00,"Docker, TypeScript, REST APIs, Kubernetes, TensorFlow, Ruby, React",High School,501-1000 employees,"Health Insurance, 401(k), Unlimited PTO",110056.5,27/11/2025,London,UK,Não,-0.593998740939293,0.4166666666666667,False,False,Low
Junior Developer,WebDynamics,"San Francisco, CA",Full-time,Technology,75038,145045,0,2025-11-27 00:00:00,"JavaScript, Kubernetes, REST APIs, Python, AWS, TensorFlow",Master's Degree,1000+ employees,"Dental, Vision, Annual Bonus",110041.5,27/11/2025,San Francisco,CA,Não,-0.5944879666070347,0.0,False,False,Low
Solutions Architect,DigitalWorks,"Austin, TX",Contract,Technology,79969,139758,2,2025-11-27 00:00:00,"MongoDB, TypeScript, Machine Learning, Ruby, Python, Agile, TensorFlow",High School,201-500 employees,"Stock Options, Remote Work Stipend",109863.5,27/11/2025,Austin,TX,Não,-0.6002934445309039,0.16666666666666666,False,False,Low
Security Engineer,CodeFactory,"Austin, TX",Full-time,Technology,83062,136568,3,2025-11-27 00:00:00,"Python, React, CI/CD",Associate Degree,201-500 employees,"Health Insurance, 401(k), Unlimited PTO",109815.0,27/11/2025,Austin,TX,Não,-0.6018752741899357,0.25,False,False,Low
Solutions Architect,TechCorp,"Atlanta, GA",Full-time,Technology,74245,145021,2,2025-11-27 00:00:00,"CI/CD, Machine Learning, Docker, TypeScript",Bachelor's Degree,51-200 employees,"Dental, Vision, Annual Bonus",109633.0,27/11/2025,Atlanta,GA,Não,-0.6078112122918694,0.16666666666666666,False,False,Low
Solutions Architect,CloudSystems,"Boston, MA",Full-time,Technology,87002,132231,3,2025-11-27 00:00:00,"AWS, CI/CD, Python",Unspecified,51-200 employees,"Dental, Vision, Annual Bonus",109616.5,27/11/2025,Boston,MA,Não,-0.6083493605263853,0.25,False,False,Low
Machine Learning Engineer,EnterpriseHub,"Berlin, Germany",Remote,Technology,86275,132888,4,2025-11-27 00:00:00,"Kubernetes, TensorFlow, JavaScript, Git, React, Python, Go",High School,51-200 employees,"Health Insurance, 401(k), Unlimited PTO",109581.5,27/11/2025,Berlin,Germany,Sim,-0.6094908870844495,0.3333333333333333,False,False,Low
Security Engineer,TechCorp,"Atlanta, GA",Full-time,Technology,85072,132469,5,2025-11-27 00:00:00,"REST APIs, React, Ruby, Python, Git",Bachelor's Degree,51-200 employees,"Health Insurance, 401(k), Unlimited PTO",108770.5,27/11/2025,Atlanta,GA,Não,-0.6359416881870221,0.4166666666666667,False,False,Low
Machine Learning Engineer,DataInc,"Berlin, Germany",Contract,Technology,77143,139717,3,2025-11-27 00:00:00,"Machine Learning, React, REST APIs, CI/CD, Go, Docker",High School,51-200 employees,"Dental, Vision, Annual Bonus",108430.0,27/11/2025,Berlin,Germany,Não,-0.6470471108447607,0.25,False,False,Low
Backend Developer,WebDynamics,Remote,Contract,Technology,76412,139674,3,2025-11-27 00:00:00,"CI/CD, Agile, SQL, TensorFlow, Docker",Unspecified,1-50 employees,"Stock Options, Remote Work Stipend",108043.0,27/11/2025,Remote,Remote,Não,-0.6596691330724987,0.25,False,False,Low
Software Engineer,WebDynamics,"Berlin, Germany",Contract,Technology,78733,137099,3,2025-11-27 00:00:00,"AWS, Git, Ruby, TensorFlow, Agile",Associate Degree,1000+ employees,"Dental, Vision, Annual Bonus",107916.0,27/11/2025,Berlin,Germany,Não,-0.6638112437260459,0.25,False,False,Low
Machine Learning Engineer,CloudSystems,"Boston, MA",Part-time,Technology,81416,134304,2,2025-11-27 00:00:00,"CI/CD, Go, Node.js, Ruby, REST APIs",PhD,51-200 employees,"Health Insurance, 401(k), Unlimited PTO",107860.0,27/11/2025,Boston,MA,Não,-0.6656376862189486,0.16666666666666666,False,False,Low
Frontend Developer,CloudSystems,"Boston, MA",Contract,Technology,75229,140057,2,2025-11-27 00:00:00,"Java, React, Agile, Docker, Python, Machine Learning",Associate Degree,1-50 employees,"Stock Options, Remote Work Stipend",107643.0,27/11/2025,Boston,MA,Não,-0.6727151508789464,0.16666666666666666,False,False,Low
Machine Learning Engineer,StartupXYZ,Remote,Full-time,Technology,81209,133662,3,2025-11-27 00:00:00,"Machine Learning, Go, Git, Docker, REST APIs, CI/CD",High School,201-500 employees,"Stock Options, Remote Work Stipend",107435.5,27/11/2025,Remote,Remote,Não,-0.6794827726160412,0.25,False,False,Low
Solutions Architect,TechCorp,"Austin, TX",Part-time,Technology,81682,133112,5,2025-11-27 00:00:00,"Ruby, Python, React, Java, TensorFlow, JavaScript, REST APIs",Bachelor's Degree,501-1000 employees,"Dental, Vision, Annual Bonus",107397.0,27/11/2025,Austin,TX,Não,-0.6807384518299118,0.4166666666666667,False,False,Low
Solutions Architect,CodeFactory,"Atlanta, GA",Part-time,Technology,83140,131579,3,2025-11-27 00:00:00,"Node.js, MongoDB, Go, Agile, AWS, TypeScript, Machine Learning",Unspecified,1-50 employees,"Dental, Vision, Annual Bonus",107359.5,27/11/2025,Atlanta,GA,Não,-0.6819615159992662,0.25,False,False,Low
Software Engineer,EnterpriseHub,"Toronto, Canada",Part-time,Technology,78059,136317,4,2025-11-27 00:00:00,"CI/CD, Python, Kubernetes",Unspecified,1000+ employees,"Stock Options, Remote Work Stipend",107188.0,27/11/2025,Toronto,Canada,Não,-0.6875549961337807,0.3333333333333333,False,False,Low
Data Scientist,EnterpriseHub,"Austin, TX",Part-time,Technology,82317,131764,5,2025-11-27 00:00:00,"REST APIs, AWS, SQL",Master's Degree,201-500 employees,"Dental, Vision, Annual Bonus",107040.5,27/11/2025,Austin,TX,Não,-0.6923657151999082,0.4166666666666667,False,False,Low
Machine Learning Engineer,CloudSystems,"Boston, MA",Remote,Technology,73064,140990,2,2025-11-27 00:00:00,"React, Node.js, Docker, Python, Ruby",Associate Degree,501-1000 employees,"Health Insurance, 401(k), Unlimited PTO",107027.0,27/11/2025,Boston,MA,Sim,-0.6928060183008758,0.16666666666666666,False,False,Low
Software Engineer,CloudSystems,"Boston, MA",Remote,Technology,74824,138525,5,2025-11-27 00:00:00,"TensorFlow, Machine Learning, Node.js, JavaScript, Agile, TypeScript",High School,51-200 employees,"Health Insurance, 401(k), Unlimited PTO",106674.5,27/11/2025,Boston,MA,Sim,-0.7043028214928078,0.4166666666666667,False,False,Low
Solutions Architect,DigitalWorks,"Denver, CO",Part-time,Technology,76836,135463,5,2025-11-27 00:00:00,"Go, Agile, Python, Docker, CI/CD, React, TensorFlow",Associate Degree,201-500 employees,"Stock Options, Remote Work Stipend",106149.5,27/11/2025,Denver,CO,Não,-0.7214257198637704,0.4166666666666667,False,False,Low
DevOps Engineer,InnovateLab,Remote,Part-time,Technology,71916,140205,3,2025-11-27 00:00:00,"Machine Learning, Python, TypeScript, Kubernetes, REST APIs, Ruby",High School,1-50 employees,"Dental, Vision, Annual Bonus",106060.5,27/11/2025,Remote,Remote,Não,-0.724328458825705,0.25,False,False,Low
Frontend Developer,StartupXYZ,"Toronto, Canada",Part-time,Technology,72650,138650,4,2025-11-27 00:00:00,"TypeScript, React, Agile, SQL, Git, Go, MongoDB",Associate Degree,201-500 employees,"Health Insurance, 401(k), Unlimited PTO",105650.0,27/11/2025,Toronto,Canada,Não,-0.7377169345995719,0.3333333333333333,False,False,Low
DevOps Engineer,StartupXYZ,"Boston, MA",Full-time,Technology,75901,135037,4,2025-11-27 00:00:00,"Ruby, Go, MongoDB, TypeScript, Machine Learning",Master's Degree,1000+ employees,"Dental, Vision, Annual Bonus",105469.0,27/11/2025,Boston,MA,Não,-0.7436202576569894,0.3333333333333333,False,False,Low
DevOps Engineer,StartupXYZ,"Berlin, Germany",Full-time,Technology,71538,139212,4,2025-11-27 00:00:00,"Agile, Docker, React, Go, SQL, Kubernetes, CI/CD",Bachelor's Degree,501-1000 employees,"Dental, Vision, Annual Bonus",105375.0,27/11/2025,Berlin,Germany,Não,-0.7466860718415046,0.3333333333333333,False,False,Low
System Administrator,WebDynamics,"Seattle, WA",Full-time,Technology,84186,125685,2,2025-11-27 00:00:00,"SQL, Kubernetes, Git, Go, Ruby, Agile",PhD,201-500 employees,"Dental, Vision, Annual Bonus",104935.5,27/11/2025,Seattle,WA,Não,-0.761020383906339,0.16666666666666666,False,False,Low
QA Engineer,EnterpriseHub,"Chicago, IL",Contract,Technology,70109,138893,4,2025-11-27 00:00:00,"Go, Agile, TypeScript, CI/CD, TensorFlow, Ruby, Java",Bachelor's Degree,1000+ employees,"Stock Options, Remote Work Stipend",104501.0,27/11/2025,Chicago,IL,Não,-0.7751916207485927,0.3333333333333333,False,False,Low
Software Engineer,AI Solutions,"Boston, MA",Remote,Technology,74316,134145,2,2025-11-27 00:00:00,"Agile, Kubernetes, Machine Learning",PhD,1000+ employees,"Health Insurance, 401(k), Unlimited PTO",104230.5,27/11/2025,Boston,MA,Sim,-0.7840139902902029,0.16666666666666666,False,False,Low
Solutions Architect,TechCorp,"Chicago, IL",Remote,Technology,71875,134585,3,2025-11-27 00:00:00,"Kubernetes, Python, Machine Learning",Associate Degree,51-200 employees,"Dental, Vision, Annual Bonus",103230.0,27/11/2025,Chicago,IL,Sim,-0.8166453423285801,0.25,False,False,Low
Full Stack Developer,DataInc,"Boston, MA",Part-time,Technology,76018,130316,5,2025-11-27 00:00:00,"SQL, Go, TypeScript, CI/CD, Node.js, Java",Unspecified,501-1000 employees,"Stock Options, Remote Work Stipend",103167.0,27/11/2025,Boston,MA,Não,-0.8187000901330956,0.4166666666666667,False,False,Low
Security Engineer,TechCorp,"Austin, TX",Contract,Technology,71872,134040,2,2025-11-27 00:00:00,"Docker, Agile, Ruby, SQL, Machine Learning, TensorFlow",Associate Degree,51-200 employees,"Stock Options, Remote Work Stipend",102956.0,27/11/2025,Austin,TX,Não,-0.8255818645259968,0.16666666666666666,False,False,Low
Business Analyst,CodeFactory,"New York, NY",Remote,Technology,82129,122656,4,2025-11-27 00:00:00,"Machine Learning, Node.js, Docker, CI/CD",Master's Degree,1-50 employees,"Health Insurance, 401(k), Unlimited PTO",102392.5,27/11/2025,New York,NY,Sim,-0.8439604421108299,0.3333333333333333,False,False,Low
